external_course_id,title,organization,certificate_type,duration,rating,reviews_num,difficulty,external_url,students_enrolled
348,Google Data Analytics (DE),Google,Professional Certificate,3 - 6 Months,4.5,109,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics-de,5104.0
349,Google Data Analytics (PT),Google,Professional Certificate,3 - 6 Months,4.4,27,Beginner,https://www.coursera.org/professional-certificates/analise-de-dados-do-google,47565.0
350,Google Data Analytics Capstone Complete a Case Study,Google,Course,1 - 4 Weeks,4.9,2.8k,Beginner,https://www.coursera.org/learn/google-data-analytics-capstone,46522.0
351,Google Digital Marketing E-commerce,Google,Professional Certificate,3 - 6 Months,4.8,12.4k,Beginner,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,384238.0
352,Google IT Automation with Python,Google,Professional Certificate,3 - 6 Months,4.8,20.8k,Beginner,https://www.coursera.org/professional-certificates/google-it-automation,472123.0
353,Google IT Support,Google,Professional Certificate,3 - 6 Months,4.7,41.8k,Beginner,https://www.coursera.org/professional-certificates/support-informatique-google,634525.0
354,Google IT Support,Google,Professional Certificate,3 - 6 Months,4.8,180.7k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,1375710.0
355,Google IT Support (Deutsch),Google,Professional Certificate,3 - 6 Months,4.5,156,Beginner,https://www.coursera.org/professional-certificates/google-it-de,5262.0
356,Google Marketing Digital e E-Commerce,Google,Professional Certificate,3 - 6 Months,4.7,187,Beginner,https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce,2738.0
357,Google Project Management,Google,Professional Certificate,3 - 6 Months,4.7,2.8k,Beginner,https://www.coursera.org/professional-certificates/gestion-de-projet-google,26993.0
358,Google Project Management (DE),Google,Professional Certificate,3 - 6 Months,4.6,137,Beginner,https://www.coursera.org/professional-certificates/google-project-management-de,5841.0
359,Google Project Management (PT),Google,Professional Certificate,3 - 6 Months,4.2,51,Beginner,https://www.coursera.org/professional-certificates/gestao-de-projetos-do-google,1962.0
360,Google Project Management,Google,Professional Certificate,3 - 6 Months,4.9,1.8k,Beginner,https://www.coursera.org/professional-certificates/google-project-management,29702.0
361,Google UX Design,Google,Professional Certificate,3 - 6 Months,4.8,96.3k,Beginner,https://www.coursera.org/professional-certificates/google-ux-design,1297487.0
362,Google UX Design,Google,Professional Certificate,3 - 6 Months,4.6,59,Beginner,https://www.coursera.org/professional-certificates/conception-ux-google,3647.0
363,Google UX Design (DE),Google,Professional Certificate,3 - 6 Months,4.8,73k,Beginner,https://www.coursera.org/professional-certificates/google-ux-design-de,885742.0
364,Google UX Design (PT),Google,Professional Certificate,3 - 6 Months,4.4,37,Beginner,https://www.coursera.org/professional-certificates/ux-design-do-google,47565.0
365,Graphic Design,California Institute of the Arts,Specialization,3 - 6 Months,4.7,,Beginner,https://www.coursera.org/specializations/graphic-design,47565.0
366,HRCI Human Resource Associate,HRCI,Professional Certificate,3 - 6 Months,4.7,19.9k,Beginner,https://www.coursera.org/professional-certificates/hrci-human-resource-associate,349644.0
367,HTML and CSS in depth,Meta,Course,1 - 4 Weeks,4.8,282,Beginner,https://www.coursera.org/learn/html-and-css-in-depth,15312.0
368,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,Course,1 - 3 Months,4.7,1.1k,Mixed,https://www.coursera.org/learn/html-css-javascript-for-web-developers,72882.0
369,Habilidades Gerenciales,Universidad Nacional Autonoma de Mexico,Specialization,3 - 6 Months,4.7,15.8k,Beginner,https://www.coursera.org/specializations/habilidades,1021620.0
370,Hands-on Introduction to Linux Commands and Shell Scripting,IBM,Course,1 - 4 Weeks,4.8,5.4k,Beginner,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,27594.0
371,Harnessing the Power of Data with Power BI,Microsoft,Course,1 - 4 Weeks,4.7,908,Beginner,https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi,69380.0
372,Healing with the Arts,University of Florida,Course,1 - 3 Months,4.5,159,Mixed,https://www.coursera.org/learn/healing-with-the-arts,12527.0
373,Health Behavior Change From Evidence to Action,Yale University,Course,1 - 3 Months,4.6,862,Beginner,https://www.coursera.org/learn/health-behavior-change,91770.0
374,Health Informatics,Johns Hopkins University,Specialization,3 - 6 Months,4.8,348,Beginner,https://www.coursera.org/specializations/health-informatics,39296.0
375,Health Information Literacy for Data Analytics,"University of California, Davis",Specialization,3 - 6 Months,4.4,744,Intermediate,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics,25139.0
376,Healthcare IT Support,Johns Hopkins University,Specialization,3 - 6 Months,4.4,200,Beginner,https://www.coursera.org/specializations/healthcare-it,9689.0
377,Healthcare Law,University of Pennsylvania,Specialization,3 - 6 Months,4.7,943,Intermediate,https://www.coursera.org/specializations/healthcare-law,14962.0
378,Healthcare Organization Operations,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.7,407,Beginner,https://www.coursera.org/specializations/healthcare-organization-operations,7143.0
379,Healthier Materials and Sustainable Building,"Parsons School of Design, The New School",Specialization,1 - 3 Months,5.0,9,Intermediate,https://www.coursera.org/specializations/healthier-materials-and-sustainable-building,47565.0
380,Healthy and Sustainable Foods and Products,University of Michigan,Specialization,3 - 6 Months,3.9,24,Intermediate,https://www.coursera.org/specializations/healthy-sustainable-foods-products,1755.0
381,"Hotel Management Distribution, Revenue and Demand Management",ESSEC Business School,Specialization,3 - 6 Months,4.6,2k,Beginner,https://www.coursera.org/specializations/hotel-management,25938.0
382,How to Play Guitar,Berklee,Specialization,3 - 6 Months,4.8,2.5k,Beginner,https://www.coursera.org/specializations/play-guitar,31713.0
383,Human Anatomy and Medical Terminology Fundamentals,MedCerts,Specialization,3 - 6 Months,4.7,29,Beginner,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals,47565.0
384,Human Resource Management HR for People Managers,University of Minnesota,Specialization,3 - 6 Months,4.8,13.8k,Beginner,https://www.coursera.org/specializations/human-resource-management,174464.0
385,Human Resources Analytics,"University of California, Irvine",Course,1 - 4 Weeks,4.6,1.4k,Mixed,https://www.coursera.org/learn/human-resources-analytics,82073.0
386,IBM Darden Digital Strategy,University of Virginia Darden School Foundation,Specialization,3 - 6 Months,4.7,29.3k,Beginner,https://www.coursera.org/specializations/digital-strategy,4285.0
387,IBM AI Enterprise Workflow,IBM,Specialization,3 - 6 Months,4.3,258,Advanced,https://www.coursera.org/specializations/ibm-ai-workflow,4619.0
388,IBM AI Foundations for Business,IBM,Specialization,1 - 3 Months,4.7,76.9k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,12897.0
389,IBM Applied AI,IBM,Professional Certificate,3 - 6 Months,4.6,46.8k,Beginner,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,31078.0
390,IBM Cybersecurity Analyst,IBM,Professional Certificate,3 - 6 Months,4.6,21.6k,Beginner,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,170606.0
391,IBM Data Analyst,IBM,Professional Certificate,3 - 6 Months,4.6,70.9k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,173574.0
392,IBM Data Analytics with Excel and R,IBM,Professional Certificate,3 - 6 Months,4.7,19.7k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,18769.0
393,IBM Data Engineering,IBM,Professional Certificate,3 - 6 Months,4.6,45.9k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-engineer,7979.0
394,IBM Data Science,IBM,Professional Certificate,3 - 6 Months,4.6,118.3k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,239622.0
395,IBM Data Warehouse Engineer,IBM,Professional Certificate,3 - 6 Months,4.7,3.6k,Beginner,https://www.coursera.org/professional-certificates/data-warehouse-engineering,4055.0
396,IBM Front-End Developer,IBM,Professional Certificate,3 - 6 Months,4.6,1.5k,Beginner,https://www.coursera.org/professional-certificates/ibm-frontend-developer,47565.0
397,IBM Full Stack Software Developer,IBM,Professional Certificate,3 - 6 Months,4.6,40.8k,Beginner,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,57396.0
398,IBM IT Project Manager,SkillUp EdTech,Professional Certificate,3 - 6 Months,4.8,2.3k,Beginner,https://www.coursera.org/professional-certificates/ibm-it-project-manager,9049.0
399,IBM IT Scrum Master,SkillUp EdTech,Professional Certificate,3 - 6 Months,4.8,3.7k,Beginner,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,1954.0
400,IBM Introduction to Machine Learning,IBM,Specialization,3 - 6 Months,4.6,1.8k,Intermediate,https://www.coursera.org/specializations/ibm-intro-machine-learning,7705.0
401,IBM Machine Learning,IBM,Professional Certificate,3 - 6 Months,4.6,1.9k,Intermediate,https://www.coursera.org/professional-certificates/ibm-machine-learning,22376.0
402,IBM Mainframe Developer,IBM,Professional Certificate,3 - 6 Months,4.6,932,Intermediate,https://www.coursera.org/professional-certificates/ibm-mainframe-developer,3063.0
403,IBM Project Manager,SkillUp EdTech,Professional Certificate,3 - 6 Months,4.8,1.8k,Beginner,https://www.coursera.org/professional-certificates/ibm-project-manager,5661.0
404,IBM zOS Mainframe Practitioner,IBM,Professional Certificate,1 - 3 Months,4.7,1.1k,Intermediate,https://www.coursera.org/professional-certificates/ibm-z-mainframe,7305.0
405,IT Fundamentals for Cybersecurity,IBM,Specialization,3 - 6 Months,4.6,19.5k,Beginner,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,54320.0
406,IT Security Defense against the digital dark arts,Google,Course,1 - 3 Months,4.8,20.8k,Beginner,https://www.coursera.org/learn/it-security,354658.0
407,IT Support Google,Google,Professional Certificate,3 - 6 Months,4.9,5.2k,Beginner,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google,29843.0
408,ITIL 4 Exam Preparation,LearnQuest,Course,1 - 3 Months,4.7,936,Mixed,https://www.coursera.org/learn/itil-4-exam-preparation,42890.0
409,Immunology The Immune System and its Failures,Imperial College London,Specialization,3 - 6 Months,4.7,116,Intermediate,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures,2861.0
410,Improve Your English Communication Skills,Georgia Institute of Technology,Specialization,3 - 6 Months,4.7,25.8k,Beginner,https://www.coursera.org/specializations/improve-english,610452.0
411,Improving Communication Skills,University of Pennsylvania,Course,1 - 4 Weeks,4.7,1.9k,Beginner,https://www.coursera.org/learn/wharton-communication-skills,135437.0
412,"Improving Deep Neural Networks Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,Course,1 - 4 Weeks,4.9,62.5k,Intermediate,https://www.coursera.org/learn/deep-neural-network,520132.0
413,Improving Leadership Governance in Nonprofit Organizations,University at Buffalo,Specialization,3 - 6 Months,4.4,222,Beginner,https://www.coursera.org/specializations/nonprofit,12699.0
414,In the Studio Postwar Abstract Painting,The Museum of Modern Art,Course,1 - 3 Months,4.9,1.4k,Beginner,https://www.coursera.org/learn/painting,133585.0
415,Inclusive Leadership The Power of Workplace Diversity,University of Colorado System,Course,1 - 4 Weeks,4.9,1.7k,Beginner,https://www.coursera.org/learn/inclusiveleadership,56242.0
416,Indigenous Canada,University of Alberta,Course,1 - 3 Months,4.8,21.5k,Mixed,https://www.coursera.org/learn/indigenous-canada,572934.0
417,Infectious Disease Modelling,Imperial College London,Specialization,1 - 3 Months,4.8,277,Intermediate,https://www.coursera.org/specializations/infectious-disease-modelling,7330.0
418,"Influencing Storytelling, Change Management and Governance",Macquarie University,Specialization,3 - 6 Months,4.8,3.5k,Beginner,https://www.coursera.org/specializations/influencing-storytelling-change-management,30414.0
419,"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,Course,1 - 4 Weeks,4.7,3.1k,Beginner,https://www.coursera.org/learn/information-systems-audit,78740.0
420,Information Systems,University of Minnesota,Specialization,3 - 6 Months,4.8,1.8k,Beginner,https://www.coursera.org/specializations/information-systems,36209.0
421,Innovation Management,Erasmus University Rotterdam,Course,1 - 3 Months,4.7,1.9k,Beginner,https://www.coursera.org/learn/innovation-management,106267.0
422,Innovation From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,3.2k,Beginner,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,31488.0
423,Innovative Teaching with ChatGPT,Vanderbilt University,Course,1 - 4 Weeks,4.7,30,Beginner,https://www.coursera.org/learn/chatgpt-innovative-teaching,3012.0
424,Inspired Leadership,Case Western Reserve University,Specialization,3 - 6 Months,4.7,2.3k,Intermediate,https://www.coursera.org/specializations/inspired-leadership,31785.0
425,Inspiring and Motivating Individuals,University of Michigan,Course,1 - 4 Weeks,4.8,5.4k,Beginner,https://www.coursera.org/learn/motivate-people-teams,216376.0
426,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,Course,1 - 3 Months,4.0,635,Mixed,https://www.coursera.org/learn/instructional-design-foundations-applications,48396.0
427,Instructional Methods in Health Professions Education,University of Michigan,Course,1 - 3 Months,4.7,439,Intermediate,https://www.coursera.org/learn/instructional-methods-education,20933.0
428,Integrative Health and Medicine,University of Minnesota,Specialization,3 - 6 Months,4.8,1.6k,Beginner,https://www.coursera.org/specializations/integrative-health-and-medicine,22857.0
429,Integrative Nursing,University of Minnesota,Specialization,3 - 6 Months,4.8,786,Beginner,https://www.coursera.org/specializations/integrative-nursing,2247.0
430,Intellectual Property Law,University of Pennsylvania,Specialization,3 - 6 Months,4.8,1.2k,Intermediate,https://www.coursera.org/specializations/introduction-intellectual-property,19911.0
431,Interaction Design,University of California San Diego,Specialization,3 - 6 Months,4.5,3.9k,Intermediate,https://www.coursera.org/specializations/interaction-design,61409.0
432,International Business Essentials,University of London,Specialization,3 - 6 Months,4.6,1.8k,Intermediate,https://www.coursera.org/specializations/mba,26569.0
433,International Humanitarian Law in Theory and Practice,Universiteit Leiden,Course,1 - 3 Months,4.8,1.6k,Beginner,https://www.coursera.org/learn/international-humanitarian-law,58456.0
434,International Law In Action Investigating and Prosecuting International Crimes,Universiteit Leiden,Course,1 - 3 Months,4.8,610,Mixed,https://www.coursera.org/learn/international-law-in-action-2,39061.0
435,International Leadership and Organizational Behavior,Universita Bocconi,Course,1 - 3 Months,4.8,3.1k,Mixed,https://www.coursera.org/learn/organizational-behavior,123968.0
436,International Marketing Cross Industry Growth,Yonsei University,Specialization,3 - 6 Months,4.7,2.2k,Beginner,https://www.coursera.org/specializations/international-marketing,20943.0
437,International Women's Health and Human Rights,Stanford University,Course,3 - 6 Months,4.9,1.5k,Beginner,https://www.coursera.org/learn/womens-health-human-rights,109215.0
438,Introduccion a la programacion en Python I Aprendiendo a programar con Python,Pontificia Universidad Catolica de Chile,Course,1 - 3 Months,4.6,496,Beginner,https://www.coursera.org/learn/aprendiendo-programar-python,2802.0
439,Introduction to AI in the Data Center,NVIDIA,Course,1 - 4 Weeks,4.4,4.2k,Beginner,https://www.coursera.org/learn/introduction-to-ai-in-the-data-center,283226.0
440,Introduction to Agile Development and Scrum,IBM,Course,1 - 4 Weeks,4.7,25,Beginner,https://www.coursera.org/learn/agile-development-and-scrum,3068.0
441,Introduction to Artificial Intelligence (AI),IBM,Course,1 - 4 Weeks,4.9,1.4k,Beginner,https://www.coursera.org/learn/introduction-to-ai,47937.0
442,"Introduction to Biology Ecology, Evolution, Biodiversity",Rice University,Specialization,3 - 6 Months,4.8,2.5k,Beginner,https://www.coursera.org/specializations/introduction-to-biology,103381.0
443,Introduction to Business,"University of California, Irvine",Specialization,1 - 3 Months,4.9,75,Beginner,https://www.coursera.org/specializations/business-introduction,2881.0
444,Introduction to Calculus,The University of Sydney,Course,1 - 3 Months,4.7,235,Intermediate,https://www.coursera.org/learn/introduction-to-calculus,7594.0
445,Introduction to Cloud Computing,IBM,Course,1 - 3 Months,4.6,247,Beginner,https://www.coursera.org/learn/introduction-to-cloud,15934.0
446,Introduction to Computer Science and Programming,University of London,Specialization,3 - 6 Months,4.6,4.6k,Beginner,https://www.coursera.org/specializations/introduction-computer-science-programming,242241.0
447,Introduction to Computer Vision and Image Processing,IBM,Course,1 - 3 Months,4.2,1.3k,Beginner,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,41469.0
448,Introduction to Computers and Operating Systems and Security,Microsoft,Course,1 - 4 Weeks,4.3,1k,Beginner,https://www.coursera.org/learn/introduction-to-computers-and-operating-systems-and-security,55849.0
449,Introduction to Corporate Finance,University of Pennsylvania,Course,1 - 4 Weeks,4.8,397,Mixed,https://www.coursera.org/learn/wharton-finance,34188.0
450,Introduction to Cyber Security,New York University,Specialization,3 - 6 Months,4.6,5.8k,Beginner,https://www.coursera.org/specializations/intro-cyber-security,206926.0
451,Introduction to Cybersecurity Tools Cyber Attacks,IBM,Course,1 - 4 Weeks,4.7,3.4k,Beginner,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,54196.0
452,Introduction to Data Analytics,IBM,Course,1 - 3 Months,4.6,14.6k,Beginner,https://www.coursera.org/learn/introduction-to-data-analytics,391280.0
453,Introduction to Data Engineering,IBM,Course,1 - 4 Weeks,4.8,13.3k,Beginner,https://www.coursera.org/learn/introduction-to-data-engineering,407164.0
454,Introduction to Data Science,IBM,Specialization,3 - 6 Months,4.7,2.1k,Beginner,https://www.coursera.org/specializations/introduction-data-science,104084.0
455,Introduction to Data Science in Python,University of Michigan,Course,1 - 4 Weeks,4.6,84.6k,Intermediate,https://www.coursera.org/learn/python-data-analysis,82392.0
456,Introduction to Deep Learning Neural Networks with Keras,IBM,Course,1 - 3 Months,4.5,26.8k,Intermediate,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,756398.0
457,Introduction to DevOps,IBM,Course,1 - 3 Months,4.8,1.4k,Beginner,https://www.coursera.org/learn/intro-to-devops,62379.0
458,Introduction to Discrete Mathematics for Computer Science,University of California San Diego,Specialization,3 - 6 Months,4.8,2.1k,Beginner,https://www.coursera.org/specializations/discrete-mathematics,87314.0
459,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,Course,1 - 4 Weeks,4.7,2.4k,Intermediate,https://www.coursera.org/learn/introduction-embedded-systems,212687.0
460,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,Course,1 - 3 Months,4.8,1.7k,Mixed,https://www.coursera.org/learn/environmental-law,91436.0
461,Introduction to Finance and Accounting,University of Pennsylvania,Specialization,3 - 6 Months,4.7,51,Beginner,https://www.coursera.org/specializations/finance-accounting,1717.0
462,Introduction to Finance The Basics,University of Illinois at Urbana-Champaign,Course,1 - 3 Months,4.6,12.9k,Beginner,https://www.coursera.org/learn/introduction-to-finance-the-basics,55989.0
463,Introduction to Financial Accounting,University of Pennsylvania,Course,1 - 4 Weeks,4.7,304,Mixed,https://www.coursera.org/learn/wharton-accounting,41537.0
464,"Introduction to Financial Analysis - The ""Why""",University of Illinois at Urbana-Champaign,Course,1 - 4 Weeks,4.7,503,Beginner,https://www.coursera.org/learn/introduction-to-financial-analysis-the-why,7282.0
465,Introduction to Financial Engineering and Risk Management,Columbia University,Course,1 - 3 Months,4.7,103,Intermediate,https://www.coursera.org/learn/financial-engineering-intro,8383.0
466,Introduction to Front-End Development,Meta,Course,1 - 4 Weeks,4.9,2.2k,Beginner,https://www.coursera.org/learn/introduction-to-front-end-development,140407.0
467,Introduction to Git and GitHub,Google,Course,1 - 4 Weeks,4.6,1.8k,Beginner,https://www.coursera.org/learn/introduction-git-github,108747.0
468,Introduction to Good Clinical Practice,Novartis,Course,1 - 4 Weeks,4.8,7k,Beginner,https://www.coursera.org/learn/good-clinical-practice-novartis,242703.0
469,Introduction to Google SEO,"University of California, Davis",Course,1 - 4 Weeks,4.6,34,Beginner,https://www.coursera.org/learn/search-engine-optimization,2554.0
470,Introduction to Hardware and Operating Systems,IBM,Course,1 - 3 Months,4.6,9.7k,Beginner,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,282429.0
471,Introduction to Industrial Bioprocess Development,Technical University of Denmark (DTU),Course,1 - 3 Months,4.8,767,Beginner,https://www.coursera.org/learn/industrial-bioprocess-development,37298.0
472,Introduction to Logic and Critical Thinking,Duke University,Specialization,3 - 6 Months,4.2,154,Beginner,https://www.coursera.org/specializations/logic-critical-thinking-duke,12291.0
473,Introduction to Machine Learning,Duke University,Course,1 - 4 Weeks,4.6,3.2k,Intermediate,https://www.coursera.org/learn/machine-learning-duke,35393.0
474,Introduction to Machine Learning in Production,DeepLearning.AI,Course,1 - 4 Weeks,4.7,3.4k,Advanced,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,193442.0
475,Introduction to Marketing,University of Pennsylvania,Course,1 - 3 Months,4.8,2.6k,Mixed,https://www.coursera.org/learn/wharton-marketing,93061.0
476,Introduction to Mathematical Thinking,Stanford University,Course,1 - 3 Months,4.8,12.5k,Intermediate,https://www.coursera.org/learn/mathematical-thinking,369571.0
477,Introduction to Microsoft Azure Cloud Services,Microsoft,Course,1 - 4 Weeks,4.8,2.6k,Beginner,https://www.coursera.org/learn/microsoft-azure-cloud-services,461103.0
478,Introduction to Negotiation A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,Course,1 - 3 Months,4.6,1.8k,Mixed,https://www.coursera.org/learn/negotiation,93726.0
479,Introduction to Operations Management,University of Pennsylvania,Course,1 - 4 Weeks,4.9,4.7k,Beginner,https://www.coursera.org/learn/wharton-operations,538610.0
480,Introduction to Probability and Data with R,Duke University,Course,1 - 3 Months,4.7,9k,Beginner,https://www.coursera.org/learn/probability-intro,641170.0
481,Introduction to Programming with MATLAB,Vanderbilt University,Course,1 - 3 Months,4.7,5.5k,Beginner,https://www.coursera.org/learn/matlab,272508.0
482,Introduction to Programming with Python and Java,University of Pennsylvania,Specialization,3 - 6 Months,4.8,17.2k,Beginner,https://www.coursera.org/specializations/programming-python-java,475272.0
483,Introduction to Project Management,IBM,Course,1 - 3 Months,4.4,1.5k,Beginner,https://www.coursera.org/learn/introduction-to-project-management,45593.0
484,Introduction to Psychology,University of Toronto,Course,1 - 3 Months,4.8,336,Mixed,https://www.coursera.org/learn/introduction-psych,20219.0
485,Introduction to Psychology,Yale University,Course,1 - 3 Months,4.9,4.9k,Beginner,https://www.coursera.org/learn/introduction-psychology,466038.0
486,Introduction to Public Relations and the Media,University of Colorado Boulder,Specialization,3 - 6 Months,4.9,27k,Beginner,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media,1205091.0
487,Introduction to Python Programming,University of Pennsylvania,Course,1 - 4 Weeks,4.7,356,Beginner,https://www.coursera.org/learn/python-programming-intro,7846.0
488,Introduction to Scripting in Python,Rice University,Specialization,3 - 6 Months,4.6,43,Beginner,https://www.coursera.org/specializations/introduction-scripting-in-python,2769.0
489,Introduction to Social Media Marketing,Meta,Course,1 - 3 Months,4.7,2.8k,Beginner,https://www.coursera.org/learn/social-media-marketing-introduction,136896.0
490,Introduction to Software Engineering,IBM,Course,1 - 3 Months,4.8,12.4k,Beginner,https://www.coursera.org/learn/introduction-to-software-engineering,375663.0
491,Introduction to Spreadsheets and Models,University of Pennsylvania,Course,1 - 4 Weeks,4.7,535,Mixed,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,43318.0
492,Introduction to Technical Support,IBM,Course,1 - 3 Months,4.7,735,Beginner,https://www.coursera.org/learn/introduction-to-technical-support,68507.0
493,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,Course,1 - 4 Weeks,4.8,582,Intermediate,https://www.coursera.org/learn/introduction-tensorflow,25439.0
494,Introduction to User Experience Design,Georgia Institute of Technology,Course,1 - 3 Months,4.8,19k,Beginner,https://www.coursera.org/learn/user-experience-design,353393.0
495,Introduction to Web Development,"University of California, Davis",Course,1 - 3 Months,4.5,7.9k,Beginner,https://www.coursera.org/learn/web-development,420249.0
496,"Introduction to Web Development with HTML, CSS, JavaScript",IBM,Course,1 - 3 Months,4.7,3.6k,Beginner,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript,230386.0
497,Introductory C Programming,Duke University,Specialization,3 - 6 Months,4.6,1.6k,Beginner,https://www.coursera.org/specializations/c-programming,110691.0
498,Introductory Human Physiology,Duke University,Course,1 - 3 Months,4.6,7.1k,Beginner,https://www.coursera.org/learn/physiology,103010.0
499,Intuit Academy Bookkeeping,Intuit,Professional Certificate,3 - 6 Months,4.8,4.7k,Beginner,https://www.coursera.org/professional-certificates/intuit-bookkeeping,468701.0
500,Investment Management,University of Geneva,Specialization,3 - 6 Months,4.6,4.8k,Beginner,https://www.coursera.org/specializations/investment-management,109804.0
501,Investment Management with Python and Machine Learning,EDHEC Business School,Specialization,3 - 6 Months,4.7,7.2k,Beginner,https://www.coursera.org/specializations/investment-management-python-machine-learning,82673.0
502,Investment and Portfolio Management,Rice University,Specialization,3 - 6 Months,4.6,1.6k,Beginner,https://www.coursera.org/specializations/investment-portolio-management,37314.0
503,Java FullStack Developer,Board Infinity,Specialization,1 - 3 Months,4.5,2.4k,Intermediate,https://www.coursera.org/specializations/java-fullstack,62704.0
504,Java Programming and Software Engineering Fundamentals,Duke University,Specialization,3 - 6 Months,4.3,60,Beginner,https://www.coursera.org/specializations/java-programming,3516.0
505,JavaScript for Beginners,"University of California, Davis",Specialization,3 - 6 Months,4.6,21.4k,Beginner,https://www.coursera.org/specializations/javascript-beginner,300317.0
506,Key Technologies for Business,IBM,Specialization,1 - 3 Months,4.7,915,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,32301.0
507,Leadership Skills,IIMA - IIM Ahmedabad,Course,1 - 3 Months,4.7,81k,Beginner,https://www.coursera.org/learn/leadershipskills,16737.0
508,Leadership in 21st Century Organizations,Copenhagen Business School,Course,3 - 6 Months,4.8,820,Mixed,https://www.coursera.org/learn/leadership-21st-century,116836.0
509,Leading Diverse Teams Organizations,University of Michigan,Course,1 - 4 Weeks,4.7,1k,Beginner,https://www.coursera.org/learn/leading-diverse-teams-and-organizations,79013.0
510,Leading People and Teams,University of Michigan,Specialization,3 - 6 Months,4.8,1.2k,Beginner,https://www.coursera.org/specializations/leading-teams,47949.0
511,Leading the Modern Day Business,University of Virginia,Specialization,3 - 6 Months,4.7,10.2k,Beginner,https://www.coursera.org/specializations/leading-modern-day-business,131103.0
512,Leading Human Resource Management and Leadership,Macquarie University,Specialization,3 - 6 Months,4.7,19.2k,Intermediate,https://www.coursera.org/specializations/hr-management-leadership,44430.0
513,Learn Chinese HSK Test Preparation,Peking University,Specialization,3 - 6 Months,4.8,3.2k,Beginner,https://www.coursera.org/specializations/hsk-learn-chinese,39888.0
514,Learn English Advanced Academic Speaking and Listening,"University of California, Irvine",Specialization,3 - 6 Months,4.5,1.3k,Intermediate,https://www.coursera.org/specializations/speaklistenenglish,72915.0
515,Learn English Advanced Grammar and Punctuation,"University of California, Irvine",Specialization,3 - 6 Months,4.8,2.5k,Advanced,https://www.coursera.org/specializations/advanced-grammar-punctuation,74301.0
516,Learn English Intermediate Grammar,"University of California, Irvine",Specialization,3 - 6 Months,4.8,5.1k,Intermediate,https://www.coursera.org/specializations/intermediate-grammar,121485.0
517,Learn SQL Basics for Data Science,"University of California, Davis",Specialization,3 - 6 Months,4.6,16.6k,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,226926.0
518,Learn to Program The Fundamentals,University of Toronto,Course,1 - 3 Months,4.7,6.2k,Beginner,https://www.coursera.org/learn/learn-to-program,421737.0
519,Learning How to Learn Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,Course,1 - 4 Weeks,4.8,87.9k,Beginner,https://www.coursera.org/learn/learning-how-to-learn,3641053.0
520,Learning Linux for LFCA Certification,LearnQuest,Specialization,3 - 6 Months,4.5,807,Beginner,https://www.coursera.org/specializations/linux-for-lfca-certification,14893.0
521,Learning and Development,HRCI,Course,1 - 4 Weeks,4.8,84,Beginner,https://www.coursera.org/learn/learning-and-development,4817.0
