Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,GROUP,GROUP_LABEL,Exam_Score
14,78,69,6,0,5,2,1,1,2,1,1,2,0,1,1,0,1,Trung bình,67
19,90,77,6,0,4,2,1,1,1,1,2,1,0,2,2,1,3,Giỏi,71
21,79,86,5,1,2,1,0,0,0,1,2,2,0,0,1,0,1,Trung bình,66
13,69,73,7,1,2,2,2,0,0,1,1,2,0,0,0,1,0,Yếu,62
34,68,67,7,0,2,1,1,0,2,1,1,1,0,0,1,1,1,Trung bình,67
29,77,91,10,2,4,1,0,1,2,1,0,0,0,2,2,0,3,Giỏi,70
24,90,99,8,0,3,2,2,0,2,1,0,1,0,1,1,0,3,Giỏi,72
20,84,61,6,3,2,2,2,0,1,1,1,1,0,0,2,1,2,Khá,69
19,88,94,8,1,3,1,2,0,2,1,1,1,0,0,1,1,3,Giỏi,70
14,71,77,4,0,3,2,2,0,1,1,1,0,0,0,2,0,0,Yếu,64
20,79,72,7,1,3,1,1,1,0,0,1,0,0,0,2,1,0,Yếu,65
22,62,95,7,2,2,1,2,1,1,1,1,0,0,0,2,1,1,Trung bình,66
13,93,96,6,2,3,0,1,0,2,1,2,0,0,0,2,0,2,Khá,68
22,100,64,7,2,3,1,1,1,1,1,0,2,0,1,2,0,3,Giỏi,72
19,76,68,6,2,3,1,0,1,1,1,2,2,0,0,1,0,0,Yếu,65
9,60,93,6,3,2,1,0,1,1,1,0,1,0,0,1,0,0,Yếu,60
15,67,75,8,0,4,1,1,0,1,1,2,0,0,2,2,0,0,Yếu,63
18,86,64,9,3,3,0,0,1,0,1,0,2,0,0,2,0,1,Trung bình,66
31,84,98,8,1,4,0,1,1,0,1,1,2,0,2,2,0,3,Giỏi,73
23,92,61,6,4,4,1,1,1,0,1,0,2,0,1,2,1,3,Giỏi,71
12,70,81,6,1,2,1,1,1,0,1,0,0,1,0,0,1,0,Yếu,59
23,91,71,6,5,3,1,0,1,1,1,0,1,0,0,1,0,3,Giỏi,70
11,88,73,7,1,3,1,0,1,0,1,1,1,1,1,2,0,0,Yếu,63
26,73,55,6,1,4,1,1,0,1,1,1,2,0,2,2,1,1,Trung bình,67
17,82,63,9,2,2,0,1,1,1,1,0,1,0,1,1,1,0,Yếu,65
19,66,58,7,5,4,1,0,0,1,1,1,2,0,1,1,0,0,Yếu,64
28,78,87,8,2,2,2,1,0,0,1,0,2,0,2,2,1,3,Giỏi,71
12,95,85,5,2,2,1,2,1,1,1,2,0,0,1,2,1,3,Giỏi,70
12,77,90,6,2,2,1,0,1,1,1,1,1,0,0,2,0,0,Yếu,63
16,94,85,8,3,2,0,1,0,1,1,0,1,0,0,2,0,2,Khá,68
26,84,56,8,1,2,1,1,1,1,0,1,0,0,1,2,0,1,Trung bình,67
11,68,99,5,1,4,1,2,1,1,1,2,1,0,2,2,0,1,Trung bình,66
3,83,59,7,2,5,2,0,1,0,1,1,2,0,0,1,1,0,Yếu,63
17,80,68,7,0,5,1,1,1,1,1,1,0,1,1,2,0,0,Yếu,65
23,76,85,6,2,3,1,2,1,0,1,0,2,1,0,0,1,1,Trung bình,66
27,65,57,8,2,4,1,1,1,1,1,0,0,0,2,2,0,0,Yếu,65
17,77,59,5,2,4,0,1,1,1,1,1,1,0,0,2,1,0,Yếu,65
18,63,94,6,2,2,2,0,0,1,1,1,1,1,0,2,1,0,Yếu,63
27,64,67,8,0,3,1,2,0,1,1,0,2,0,0,2,1,0,Yếu,65
9,77,83,7,1,4,0,2,1,1,1,0,1,1,0,0,1,0,Yếu,62
18,72,93,7,1,3,1,1,1,1,1,1,2,0,1,2,0,1,Trung bình,66
21,97,99,7,1,3,1,0,0,1,1,2,0,0,2,2,0,3,Giỏi,71
23,75,61,8,2,2,0,0,1,2,1,0,2,0,0,0,0,0,Yếu,64
17,90,56,8,0,4,1,1,1,0,1,1,1,0,1,2,0,1,Trung bình,67
20,81,87,8,1,3,1,1,0,1,1,2,1,0,0,2,1,2,Khá,68
5,88,59,7,3,3,1,1,0,1,1,0,0,0,1,2,0,0,Yếu,63
16,70,79,6,0,3,0,1,1,2,1,2,0,0,1,2,0,0,Yếu,64
23,98,77,6,1,1,2,2,1,1,1,0,1,0,2,2,0,3,Giỏi,74
14,81,78,5,2,4,0,1,1,1,1,2,2,0,2,2,1,2,Khá,68
20,93,82,6,1,3,1,1,1,0,0,1,2,1,0,1,0,2,Khá,68
23,75,93,6,2,3,2,2,1,1,0,1,1,0,2,1,0,2,Khá,69
18,64,64,9,4,4,0,1,1,1,1,0,0,1,0,2,1,0,Yếu,61
21,87,78,5,1,2,0,2,1,2,1,0,2,0,0,2,0,2,Khá,69
14,60,67,9,3,3,0,0,1,0,1,2,2,0,0,2,0,0,Yếu,61
19,79,66,7,3,3,1,2,1,0,1,2,2,1,0,2,1,1,Trung bình,67
24,68,51,7,0,4,0,2,0,1,1,0,1,0,0,2,0,0,Yếu,63
21,85,80,8,3,3,1,1,0,1,1,0,2,1,1,1,0,2,Khá,68
16,99,99,5,0,5,1,1,0,0,0,0,1,0,1,1,0,2,Khá,68
21,79,88,6,2,1,1,0,1,0,1,2,1,0,0,2,1,1,Trung bình,67
24,93,62,5,1,3,0,1,1,2,1,2,0,0,1,1,0,2,Khá,69
8,80,86,6,2,3,2,1,0,1,1,0,1,0,0,2,1,0,Yếu,64
27,80,65,6,1,4,0,0,0,0,1,0,2,0,2,2,1,1,Trung bình,67
18,97,88,9,1,3,1,2,0,0,1,2,1,1,0,2,0,3,Giỏi,70
23,96,93,6,5,4,0,2,1,0,1,0,0,0,0,2,0,3,Giỏi,72
27,91,67,4,1,2,0,2,0,1,1,2,1,0,0,1,0,3,Giỏi,71
12,72,50,6,1,3,1,1,0,2,1,0,2,0,1,2,1,0,Yếu,62
16,82,65,8,2,5,1,1,1,2,1,0,2,1,2,2,1,1,Trung bình,67
18,69,60,9,3,2,1,2,1,1,1,0,0,0,1,0,0,0,Yếu,64
15,78,81,7,0,2,1,1,1,1,1,1,1,0,0,2,1,0,Yếu,64
30,79,65,6,1,4,2,1,0,1,1,0,0,0,2,2,0,3,Giỏi,70
15,93,52,7,3,5,1,1,1,1,1,0,0,0,1,2,0,2,Khá,68
17,96,77,8,1,3,1,1,0,1,1,1,1,0,2,2,0,3,Giỏi,70
21,77,94,5,1,3,1,0,1,0,1,1,0,0,0,0,1,0,Yếu,65
13,61,73,7,2,2,0,0,0,0,1,2,2,0,0,2,0,0,Yếu,59
18,94,69,7,1,2,1,1,1,1,1,1,2,0,0,0,0,2,Khá,69
22,67,59,7,2,3,1,1,1,2,1,0,2,0,2,2,1,1,Trung bình,67
18,85,69,7,2,4,1,2,0,1,1,0,2,0,0,2,1,2,Khá,68
19,61,67,6,1,1,1,1,0,0,1,1,2,0,1,2,1,0,Yếu,62
17,76,100,8,0,4,2,1,0,0,0,2,1,0,0,1,1,0,Yếu,65
11,99,52,7,0,5,2,1,1,1,1,2,1,0,1,2,0,2,Khá,69
22,64,62,7,3,4,1,1,1,1,1,0,1,0,2,1,0,0,Yếu,65
31,77,53,5,1,2,2,0,1,2,1,1,1,0,0,2,0,2,Khá,68
20,72,93,8,4,2,2,0,1,1,1,0,2,0,0,2,1,2,Khá,68
21,96,71,6,3,3,2,1,1,2,0,1,0,0,0,2,0,3,Giỏi,71
24,95,90,9,3,4,1,0,1,1,1,0,2,0,0,1,1,3,Giỏi,71
12,70,85,5,1,3,2,1,0,2,1,2,2,0,2,2,0,1,Trung bình,66
30,63,96,8,4,3,1,2,1,1,1,0,2,0,2,2,0,3,Giỏi,71
21,85,51,4,2,3,1,1,0,0,1,0,1,0,1,2,0,1,Trung bình,66
30,73,60,4,0,4,2,0,0,1,1,0,2,0,0,1,0,1,Trung bình,66
16,87,85,6,2,1,2,2,1,1,1,1,1,0,0,2,0,2,Khá,69
31,61,79,4,0,3,1,1,0,1,1,0,2,0,0,1,0,0,Yếu,65
25,65,85,8,2,3,2,0,1,1,1,0,0,0,2,2,0,1,Trung bình,66
23,87,79,7,2,2,1,0,0,1,1,1,1,0,0,0,1,1,Trung bình,67
21,68,79,9,1,4,1,1,0,0,1,2,0,0,2,1,0,1,Trung bình,66
19,94,97,7,0,3,1,1,0,1,1,1,1,0,0,2,0,2,Khá,69
27,62,96,7,2,4,2,0,0,1,1,0,1,0,0,2,1,1,Trung bình,66
21,69,52,7,0,3,2,1,1,0,1,0,0,0,2,2,1,0,Yếu,64
8,100,71,6,0,2,2,2,1,1,1,0,2,0,2,2,0,3,Giỏi,70
13,77,76,6,1,4,0,1,1,0,0,1,1,0,1,1,1,0,Yếu,62
19,88,68,5,1,5,0,1,1,2,1,0,2,0,0,1,1,1,Trung bình,67
22,67,52,8,1,2,0,1,0,1,1,1,0,1,1,1,0,0,Yếu,60
20,84,74,7,1,3,0,0,0,0,1,2,1,0,2,2,0,1,Trung bình,66
27,89,99,7,0,2,1,1,1,1,1,1,2,0,0,2,0,3,Giỏi,72
8,73,54,10,2,3,1,2,1,1,1,1,2,0,0,2,1,0,Yếu,63
21,93,91,6,1,3,0,0,1,0,1,2,0,0,2,2,1,2,Khá,69
9,84,60,7,1,3,2,2,1,2,1,0,2,0,1,1,1,1,Trung bình,66
25,76,79,7,2,2,1,1,1,1,1,1,2,0,1,2,1,2,Khá,69
19,82,69,9,2,3,2,1,0,0,1,1,1,0,1,1,1,2,Khá,68
23,83,67,7,3,4,1,0,0,1,1,0,0,0,0,1,0,1,Trung bình,66
15,67,94,7,0,2,1,1,1,0,1,2,2,0,2,1,1,0,Yếu,63
28,76,99,10,1,3,1,1,1,2,1,1,1,0,0,2,1,3,Giỏi,70
26,74,69,6,2,4,1,1,0,1,1,0,2,0,2,1,1,2,Khá,68
24,76,82,7,2,4,1,1,1,1,1,1,2,0,1,0,1,2,Khá,68
19,90,78,8,1,3,1,1,0,1,1,0,1,0,0,1,1,1,Trung bình,67
23,79,54,6,1,1,2,2,1,0,1,0,1,0,0,1,1,1,Trung bình,67
16,98,52,8,3,3,2,0,1,1,1,0,1,0,1,1,0,2,Khá,69
25,72,89,6,3,5,1,1,0,0,1,0,1,0,0,2,1,2,Khá,68
30,77,70,9,0,1,1,0,1,1,1,1,1,0,0,1,1,1,Trung bình,67
26,91,65,8,0,2,2,1,1,0,1,1,1,0,0,1,1,3,Giỏi,70
16,82,99,7,3,3,2,2,0,0,1,1,2,0,2,1,1,3,Giỏi,70
22,82,54,5,2,2,1,0,0,1,1,1,1,0,1,1,1,1,Trung bình,66
12,62,63,6,0,2,2,2,1,2,1,0,0,0,0,2,1,0,Yếu,61
23,76,93,7,2,2,0,2,1,1,1,0,0,0,1,2,1,2,Khá,68
23,71,71,8,1,2,0,1,1,0,1,0,1,0,2,2,0,0,Yếu,64
9,100,79,7,1,2,0,0,0,1,1,0,2,0,2,2,1,1,Trung bình,66
13,72,52,8,3,4,0,2,1,1,1,2,2,0,0,2,1,0,Yếu,65
18,95,96,8,3,6,1,2,0,1,1,1,0,0,2,2,1,3,Giỏi,73
18,87,57,8,3,4,0,0,0,1,0,2,2,0,0,2,1,1,Trung bình,66
13,74,61,7,2,3,2,2,1,1,1,0,2,0,0,1,1,0,Yếu,65
22,82,58,7,0,4,1,2,1,1,1,1,0,0,1,2,1,2,Khá,68
22,94,75,7,0,3,1,1,1,0,1,0,1,0,0,2,1,2,Khá,69
19,95,91,6,1,4,0,2,1,2,1,1,1,0,1,2,1,3,Giỏi,72
15,66,63,9,3,3,1,1,0,1,1,1,1,0,0,2,1,0,Yếu,63
26,74,57,8,0,1,0,1,0,1,1,1,2,0,0,2,1,0,Yếu,65
30,73,70,9,0,4,2,1,1,0,1,1,0,0,1,2,1,2,Khá,69
17,62,99,6,2,3,2,0,0,1,1,1,0,0,0,0,0,0,Yếu,62
16,84,51,8,0,3,1,2,1,0,1,1,0,0,2,2,0,1,Trung bình,66
23,94,75,9,3,2,0,0,1,1,1,0,1,0,2,1,0,2,Khá,69
18,75,83,9,2,4,2,1,1,1,1,0,2,1,2,1,0,1,Trung bình,67
19,90,90,5,0,2,1,2,1,0,1,0,1,0,1,0,0,3,Giỏi,94
24,85,87,7,2,2,1,1,1,2,1,1,1,0,0,2,0,3,Giỏi,71
9,75,54,7,2,4,1,1,0,0,1,0,2,0,0,2,0,0,Yếu,61
28,66,73,9,2,2,2,1,1,1,1,0,2,0,1,2,1,2,Khá,68
20,88,54,4,0,4,1,1,0,0,1,2,0,0,0,2,1,1,Trung bình,66
18,94,81,5,0,5,2,2,1,1,1,2,0,0,0,2,0,3,Giỏi,71
19,87,54,9,3,4,0,1,0,0,1,0,2,0,0,1,0,1,Trung bình,66
20,61,52,6,2,2,0,1,0,1,1,0,0,0,2,2,1,0,Yếu,60
10,69,65,5,0,3,1,1,1,0,1,1,2,0,0,2,0,0,Yếu,60
29,63,97,9,3,3,0,0,1,2,0,1,0,0,0,2,1,1,Trung bình,66
20,83,85,5,1,2,1,0,1,1,1,2,1,0,1,0,1,1,Trung bình,67
23,90,50,9,4,3,0,0,0,0,1,1,1,0,0,1,1,1,Trung bình,67
26,64,64,5,2,1,1,1,0,1,1,2,0,0,0,2,1,0,Yếu,64
14,94,51,5,0,3,1,1,0,1,1,1,1,0,1,2,1,1,Trung bình,66
23,82,65,7,1,3,2,0,0,2,1,1,0,0,0,2,0,2,Khá,68
18,88,84,6,1,3,2,0,1,1,1,1,2,0,2,1,0,3,Giỏi,70
25,99,88,7,3,4,2,1,1,1,1,0,2,0,1,1,0,3,Giỏi,75
7,63,90,10,0,2,2,2,1,1,1,0,2,1,0,1,1,3,Giỏi,86
19,96,95,7,3,3,1,1,1,2,1,1,0,0,1,2,0,3,Giỏi,73
16,65,68,9,1,3,1,0,0,1,1,2,1,0,0,1,1,0,Yếu,61
23,76,93,7,0,6,2,2,0,1,1,1,0,0,0,1,1,2,Khá,68
23,94,86,8,1,0,1,2,0,1,1,0,1,0,1,0,0,3,Giỏi,70
16,96,77,4,1,2,1,1,1,2,1,2,2,0,0,2,1,3,Giỏi,71
16,80,98,8,2,4,2,1,1,2,1,1,2,0,2,2,1,3,Giỏi,71
19,84,97,8,2,1,1,1,0,2,1,1,1,1,1,2,1,2,Khá,68
15,88,95,6,2,4,2,2,1,1,1,0,0,0,0,2,0,3,Giỏi,70
25,93,60,10,1,3,1,1,1,0,1,1,2,0,1,1,1,3,Giỏi,70
18,65,60,6,0,3,1,2,1,0,1,1,1,0,0,1,0,0,Yếu,62
3,92,95,5,3,1,2,0,1,2,1,1,1,0,2,2,0,1,Trung bình,67
18,79,70,8,3,3,1,1,0,2,1,1,2,0,1,2,0,2,Khá,68
14,78,90,5,1,3,2,2,1,1,1,1,1,0,2,2,0,2,Khá,68
10,77,84,7,2,1,2,2,0,0,1,0,1,0,0,0,1,0,Yếu,64
13,80,88,9,1,3,1,2,0,1,1,2,2,0,2,2,1,2,Khá,68
21,98,51,8,0,3,0,2,1,1,1,1,1,0,0,2,1,2,Khá,69
28,82,71,7,1,3,1,2,0,0,1,1,1,0,0,2,1,3,Giỏi,70
22,98,93,6,4,4,1,1,1,1,1,0,1,0,0,2,0,3,Giỏi,73
16,67,74,9,1,3,2,1,1,1,1,2,2,0,2,1,1,1,Trung bình,66
23,89,85,5,0,3,0,1,0,0,1,0,2,0,2,1,1,2,Khá,68
17,92,88,8,1,3,0,1,1,2,0,2,1,0,0,2,0,2,Khá,68
16,87,56,10,2,0,0,1,1,0,1,1,1,0,2,1,0,0,Yếu,65
13,84,58,8,2,3,1,1,1,2,1,0,1,0,2,2,0,1,Trung bình,66
9,83,86,7,0,1,2,0,1,1,1,0,0,0,1,0,0,0,Yếu,62
18,94,53,7,3,2,0,0,1,0,1,1,1,0,0,2,0,1,Trung bình,67
21,93,67,6,1,3,1,2,1,2,1,1,2,0,2,2,0,3,Giỏi,73
19,65,96,6,2,2,1,0,1,1,1,1,1,0,2,2,1,0,Yếu,65
18,94,79,7,2,4,2,0,0,2,1,2,1,0,0,2,0,3,Giỏi,70
14,77,96,8,3,2,2,1,1,1,1,1,1,0,2,2,1,2,Khá,68
24,70,65,9,3,3,2,1,1,1,1,1,2,0,0,1,1,1,Trung bình,67
12,95,82,4,2,3,0,1,1,2,1,0,0,0,0,1,1,1,Trung bình,66
25,77,64,4,3,4,1,0,0,0,1,0,1,1,1,2,0,0,Yếu,65
14,92,56,9,1,4,2,0,1,0,1,1,1,0,0,1,0,1,Trung bình,66
15,71,100,7,2,4,2,2,0,0,1,0,1,0,0,2,1,1,Trung bình,66
11,60,59,7,2,1,1,2,0,2,1,0,2,0,1,1,1,0,Yếu,60
17,80,59,8,0,4,2,0,1,1,1,2,0,0,1,2,0,1,Trung bình,66
26,64,92,7,2,4,2,1,1,0,1,0,2,0,1,1,0,2,Khá,68
23,90,90,10,3,5,1,1,1,0,1,0,2,0,0,2,1,3,Giỏi,72
26,71,99,8,1,3,0,2,0,1,0,1,2,0,1,2,1,2,Khá,68
23,78,54,6,0,3,1,1,1,2,1,0,1,0,2,2,0,1,Trung bình,67
13,63,55,6,0,4,2,1,0,2,1,1,2,0,2,2,1,0,Yếu,62
18,71,72,7,0,5,1,1,0,2,1,2,2,0,1,1,0,1,Trung bình,66
15,91,80,6,0,3,2,1,0,1,1,0,2,0,2,2,1,2,Khá,69
28,66,52,10,0,3,1,1,0,0,1,0,2,0,0,2,1,0,Yếu,64
13,86,58,7,0,3,0,1,0,1,0,1,2,0,0,2,1,0,Yếu,63
25,97,85,5,2,2,0,2,1,1,1,2,2,0,0,2,1,3,Giỏi,74
25,87,83,8,0,4,2,1,1,1,1,1,2,0,1,1,1,3,Giỏi,72
31,92,54,9,1,3,1,1,1,1,0,0,2,0,1,2,1,3,Giỏi,71
18,64,97,9,2,3,0,2,1,1,1,1,0,0,0,1,0,0,Yếu,64
24,70,63,6,0,3,2,2,0,0,0,0,1,0,0,2,1,0,Yếu,65
34,96,94,5,1,5,1,1,1,2,1,1,0,1,0,1,0,3,Giỏi,75
16,89,96,9,2,3,2,1,0,1,1,1,2,0,1,0,1,2,Khá,69
11,86,75,5,1,4,1,1,0,1,1,1,1,0,2,1,0,0,Yếu,65
9,87,71,8,0,1,0,0,0,0,0,0,1,0,1,1,1,0,Yếu,60
24,77,64,6,2,4,1,1,1,1,1,2,2,0,0,2,1,2,Khá,69
9,62,90,9,4,4,2,2,1,2,1,2,1,0,1,0,1,0,Yếu,65
18,91,60,5,0,4,0,1,1,0,1,2,2,0,0,1,1,1,Trung bình,67
23,87,81,6,5,2,2,0,0,0,1,1,1,0,0,0,0,3,Giỏi,70
21,79,78,8,1,4,1,0,1,0,1,0,2,0,1,1,0,1,Trung bình,66
23,96,62,8,0,4,1,1,1,1,1,0,1,0,0,1,0,2,Khá,69
21,73,99,9,2,3,1,1,1,1,1,1,1,0,2,2,1,2,Khá,69
28,72,92,8,1,2,2,1,1,0,1,1,0,0,0,2,0,2,Khá,68
14,95,51,8,5,4,1,1,1,1,1,1,2,0,1,2,0,3,Giỏi,70
16,92,71,9,2,2,1,0,0,2,1,0,1,0,0,1,0,1,Trung bình,66
15,81,68,5,0,3,2,1,0,0,0,1,2,0,0,2,0,0,Yếu,65
25,65,94,6,1,4,0,1,0,1,1,0,0,0,1,2,1,0,Yếu,65
25,69,63,5,1,2,0,1,1,1,1,2,1,0,0,2,1,0,Yếu,65
23,86,100,4,0,3,0,1,1,1,1,0,0,0,2,2,1,2,Khá,69
27,75,60,8,4,2,1,1,0,1,1,1,2,0,2,1,0,2,Khá,69
13,93,62,9,0,3,1,2,0,0,1,0,1,0,0,1,1,0,Yếu,65
30,98,83,8,1,3,2,2,1,2,0,0,1,0,0,2,0,3,Giỏi,76
29,92,58,8,2,3,1,2,0,0,1,1,1,0,1,2,1,3,Giỏi,72
24,75,94,7,2,4,1,0,0,1,1,1,0,0,0,2,1,1,Trung bình,67
31,92,55,7,3,3,2,1,1,1,1,0,2,0,0,2,1,3,Giỏi,74
10,74,99,10,2,3,1,1,1,2,1,1,1,0,1,2,1,1,Trung bình,66
17,67,94,9,2,3,2,2,1,1,1,0,2,0,0,2,0,1,Trung bình,66
16,61,92,6,4,3,1,2,0,2,1,2,1,0,0,2,1,1,Trung bình,66
24,75,70,9,5,5,0,2,1,2,1,2,0,0,1,2,0,3,Giỏi,71
14,96,76,9,0,3,1,0,0,1,1,0,1,0,0,1,1,1,Trung bình,66
25,70,73,8,1,2,0,2,0,2,1,0,0,0,2,2,1,0,Yếu,65
28,68,99,8,1,3,0,2,1,1,1,2,1,0,0,2,0,2,Khá,69
24,99,52,8,1,2,1,0,1,0,1,0,0,0,0,2,1,2,Khá,69
22,61,69,5,2,2,1,1,1,0,1,0,1,0,0,0,0,0,Yếu,63
14,91,98,5,0,3,0,1,0,2,1,2,1,0,0,2,0,2,Khá,68
15,73,68,8,1,3,1,1,0,1,1,2,1,0,0,2,0,0,Yếu,64
27,61,70,5,2,2,1,1,0,1,1,0,1,0,1,2,1,0,Yếu,64
25,97,82,5,1,5,1,2,1,2,1,0,0,0,1,1,1,3,Giỏi,73
20,66,95,4,2,2,0,2,1,2,1,2,1,0,0,1,0,1,Trung bình,66
17,82,65,6,4,3,1,2,0,0,1,0,2,0,0,1,0,1,Trung bình,67
8,71,97,8,3,1,2,1,1,1,1,1,1,1,0,2,0,0,Yếu,63
14,63,64,8,1,3,1,1,1,2,1,0,1,0,0,1,1,0,Yếu,61
31,62,91,8,4,4,1,1,1,2,1,2,2,0,0,1,1,3,Giỏi,71
12,65,64,6,1,3,0,1,1,1,1,1,2,0,1,2,0,0,Yếu,61
21,63,54,7,1,3,1,0,1,0,1,1,2,0,1,1,0,0,Yếu,62
26,90,91,8,1,4,2,2,1,1,1,2,1,1,0,2,1,3,Giỏi,74
12,79,73,8,2,4,1,1,0,1,1,1,1,0,0,2,1,0,Yếu,65
21,74,70,6,2,3,0,0,1,0,1,0,2,0,0,1,0,0,Yếu,64
26,77,71,7,1,4,0,0,0,1,1,1,1,0,2,1,1,1,Trung bình,66
20,97,81,4,1,2,2,2,1,1,1,1,2,1,0,2,1,3,Giỏi,72
37,96,63,7,0,4,2,1,1,1,1,1,2,0,0,2,1,3,Giỏi,76
10,89,62,6,4,3,1,1,1,1,1,0,2,0,2,1,1,1,Trung bình,67
26,95,74,9,3,3,1,2,0,0,1,0,1,1,0,2,0,3,Giỏi,71
19,73,52,6,1,3,2,1,0,1,1,1,2,0,0,2,1,0,Yếu,65
25,75,82,7,3,4,0,0,1,1,1,1,0,0,2,2,1,2,Khá,68
23,85,91,6,1,3,1,1,1,0,1,0,1,0,0,0,1,2,Khá,68
16,85,86,6,3,2,2,0,1,0,1,2,1,0,0,0,1,1,Trung bình,67
21,79,73,8,1,2,1,0,0,1,1,0,1,0,0,2,0,0,Yếu,64
9,76,78,6,0,4,0,2,0,0,0,1,0,1,2,2,1,0,Yếu,60
24,99,51,10,1,3,1,1,0,0,1,0,1,0,0,2,1,3,Giỏi,70
22,93,96,4,1,2,2,1,1,2,1,2,2,0,1,2,1,3,Giỏi,73
24,77,78,8,2,3,1,1,1,0,1,2,2,0,0,1,1,2,Khá,69
26,89,66,7,0,5,2,1,0,1,1,0,1,1,1,2,1,3,Giỏi,70
22,71,65,7,1,3,1,1,0,0,1,0,1,0,1,2,1,0,Yếu,64
21,64,83,7,2,3,2,0,1,2,1,0,1,0,0,1,0,0,Yếu,64
15,74,79,8,0,3,2,1,1,1,1,2,0,0,1,2,1,0,Yếu,65
16,76,59,7,0,2,1,1,0,0,1,0,1,0,1,2,0,0,Yếu,62
27,61,70,9,0,2,1,1,1,1,1,1,1,0,0,2,1,0,Yếu,64
29,93,84,7,0,3,1,1,1,1,1,2,1,0,1,1,1,3,Giỏi,72
19,74,65,5,1,3,1,0,1,2,0,0,2,0,0,2,1,0,Yếu,64
20,83,75,7,0,4,1,1,1,1,1,1,1,0,0,2,0,1,Trung bình,67
15,63,63,9,4,3,2,2,1,0,0,2,0,0,1,2,1,0,Yếu,64
27,67,54,6,0,2,0,1,0,1,1,1,0,0,0,0,1,0,Yếu,61
24,96,69,5,1,4,1,2,1,1,1,0,2,0,0,2,1,3,Giỏi,72
32,84,87,8,2,1,1,1,1,1,0,1,2,0,0,0,1,3,Giỏi,70
15,98,61,8,4,2,1,2,0,1,1,0,2,0,0,1,0,3,Giỏi,70
18,100,88,6,2,2,1,1,0,1,1,1,1,0,1,1,1,3,Giỏi,71
21,75,83,7,1,2,2,2,0,0,1,1,2,0,1,2,0,2,Khá,68
24,72,75,7,3,2,1,1,0,1,1,2,1,0,1,2,0,2,Khá,68
19,94,99,7,0,1,2,2,0,1,1,0,1,1,0,2,1,3,Giỏi,70
15,100,94,8,2,3,2,2,0,2,1,1,0,0,1,2,1,3,Giỏi,73
25,85,78,6,2,1,2,1,0,0,1,1,1,0,0,0,0,2,Khá,69
24,92,78,8,0,3,1,2,0,2,1,1,1,0,0,2,1,3,Giỏi,71
15,91,64,6,1,3,0,1,0,0,1,0,2,1,0,2,1,0,Yếu,64
28,74,96,9,0,3,1,1,0,0,1,1,1,0,0,2,0,2,Khá,68
27,83,95,10,0,4,1,1,0,1,1,2,1,0,0,1,0,2,Khá,69
21,93,87,6,1,2,2,0,0,1,1,0,2,0,0,2,0,3,Giỏi,70
20,88,56,5,1,4,1,1,0,1,1,0,1,0,0,2,0,1,Trung bình,67
23,61,85,8,1,0,1,2,1,1,1,1,2,0,0,2,1,1,Trung bình,66
15,73,63,7,2,5,1,2,0,1,1,1,1,0,2,1,1,0,Yếu,65
20,66,59,8,4,3,1,2,1,0,1,1,2,0,1,2,1,1,Trung bình,66
7,69,88,6,0,4,0,1,1,1,1,0,0,0,2,2,0,0,Yếu,61
25,96,98,7,0,2,0,1,0,1,1,0,2,0,0,2,0,3,Giỏi,71
11,61,55,6,5,3,2,0,1,1,1,2,1,0,0,0,1,0,Yếu,60
29,69,58,7,1,2,1,1,1,1,1,0,2,0,1,2,1,1,Trung bình,66
18,72,61,5,1,4,0,0,1,0,1,1,0,0,1,1,1,0,Yếu,61
19,85,98,7,2,3,1,1,1,2,1,1,0,1,0,1,0,2,Khá,68
16,81,85,5,2,3,1,2,1,2,0,0,2,0,1,2,1,2,Khá,68
18,69,84,6,2,4,1,1,1,1,1,0,2,0,0,2,1,0,Yếu,65
29,67,75,7,3,1,2,0,0,1,0,0,1,0,0,2,0,0,Yếu,65
5,69,77,8,2,2,1,1,1,1,0,0,0,0,1,2,0,0,Yếu,60
28,80,65,8,2,2,0,1,0,0,1,0,1,0,1,2,1,1,Trung bình,67
22,71,58,8,2,4,2,1,0,1,0,0,0,0,1,2,0,0,Yếu,65
13,98,89,5,1,3,2,1,1,2,1,2,0,0,0,2,1,3,Giỏi,70
14,79,74,9,1,4,1,1,0,1,1,1,1,0,0,2,1,0,Yếu,64
30,62,63,6,2,4,1,2,1,1,1,0,2,0,0,1,1,2,Khá,68
14,89,82,6,2,4,2,1,0,2,1,1,0,0,1,1,0,2,Khá,69
13,73,60,7,0,3,1,2,1,2,1,2,1,0,1,2,0,0,Yếu,65
27,86,74,6,2,3,1,1,0,1,1,2,1,0,0,2,1,3,Giỏi,71
22,71,60,8,1,4,1,1,1,0,1,1,1,0,0,1,0,0,Yếu,65
14,83,88,8,0,2,1,2,1,0,1,2,0,1,0,1,1,0,Yếu,65
21,91,66,6,0,2,1,1,1,2,1,1,2,1,1,0,0,2,Khá,68
14,97,72,7,1,3,1,0,0,2,1,0,1,0,0,2,0,1,Trung bình,66
